imageIndex,typ,errText,errorClassCombined
3421,ELLIPSE,Klemmträger verlötet,good
1697,ELLIPSE,Lötung,THT Loetstelle offen
1371,ELLIPSE,Meniskus,good
2848,ELLIPSE,Meniskus,THT Bauteil fehlt
3167,ELLIPSE,Lötung,good
1345,ELLIPSE,Pin,THT Bauteil liegt nicht auf
1699,ELLIPSE,Meniskus,good
3486,ELLIPSE,no solder,good
3509,ELLIPSE,Klemmträger verlötet,good
2703,ELLIPSE,Lötung,THT Loetstelle offen
1100,ELLIPSE,Meniskus,THT Bauteil fehlt
4550,ELLIPSE,Lötung,THT Loetstelle offen
875,ELLIPSE,Meniskus,good
1307,ELLIPSE,Lötung,good
3479,ELLIPSE,no solder,good
3156,ELLIPSE,Lötung,good
2318,ELLIPSE,Pin,good
1209,ELLIPSE,Pin,good
2781,ELLIPSE,Pin,THT Bauteil fehlt
1319,ELLIPSE,Pin,THT Bauteil liegt nicht auf
3407,ELLIPSE,Klemmträger verlötet,good
3844,ELLIPSE,Lötung,good
3112,ELLIPSE,Meniskus,good
4716,ELLIPSE,Meniskus,good
3325,ELLIPSE,Klemmträger verlötet,good
204,RECT,Lotperle,THT Loetbruecke
3780,ELLIPSE,Pin,good
2951,ELLIPSE,Lötung,good
860,ELLIPSE,Pin,good
1981,ELLIPSE,Meniskus,good
2664,ELLIPSE,Meniskus,good
4580,ELLIPSE,Meniskus,good
4387,ELLIPSE,Lötung,good
536,ELLIPSE,Meniskus,good
5036,ELLIPSE,Klemmträger verlötet,good
4717,ELLIPSE,Pin,good
1522,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf
4760,ELLIPSE,Lötung,good
736,ELLIPSE,Pin,good
4168,ELLIPSE,Pin,good
3088,ELLIPSE,Lötung,good
2488,ELLIPSE,Meniskus,good
3977,ELLIPSE,Meniskus,good
3633,ELLIPSE,Lötung,THT Loetstelle offen
4062,ELLIPSE,Meniskus,good
4348,ELLIPSE,Pin,good
4793,ELLIPSE,Klemmträger verlötet,good
2305,ELLIPSE,Pin,good
1731,ELLIPSE,Meniskus,THT Bauteil fehlt
4295,ELLIPSE,Lötung,good
1270,ELLIPSE,Pin,good
2955,ELLIPSE,Pin,good
3141,ELLIPSE,Pin,good
2666,ELLIPSE,Pin,good
3658,ELLIPSE,Meniskus,THT Loetstelle offen
816,ELLIPSE,Meniskus,THT Loetstelle offen
2977,ELLIPSE,Lötung,good
3533,ELLIPSE,Klemmträger verlötet,good
871,ELLIPSE,Lötung,good
553,ELLIPSE,Lötung,good
3331,ELLIPSE,Pin,good
1673,ELLIPSE,Meniskus,THT Loetstelle offen
968,ELLIPSE,Lötung,good
3452,ELLIPSE,Meniskus,good
4190,ELLIPSE,Lötung,good
757,ELLIPSE,Pin,good
164,RECT,Lotperle,THT Loetbruecke
558,ELLIPSE,Lötung,good
3248,ELLIPSE,no solder,good
1787,ELLIPSE,Pin,good
5149,ELLIPSE,Klemmträger verlötet,good
4401,ELLIPSE,Lötung,good
3070,ELLIPSE,Klemmträger verlötet,good
4872,ELLIPSE,Klemmträger verlötet,good
2244,ELLIPSE,Pin,good
896,ELLIPSE,Klemmträger verlötet,good
2710,ELLIPSE,Lötung,THT Loetstelle offen
4185,ELLIPSE,Pin,good
3559,ELLIPSE,Meniskus,good
4323,ELLIPSE,Lötung,good
2606,ELLIPSE,Lötung,good
4600,ELLIPSE,Lötung,good
1213,ELLIPSE,Lötung,good
4129,ELLIPSE,Pin,good
3692,ELLIPSE,Pin,THT Bauteil fehlt
2905,ELLIPSE,Pin,good
4216,ELLIPSE,Lötung,good
1727,ELLIPSE,Lötung,good
2589,ELLIPSE,Pin,good
3957,ELLIPSE,Lötung,good
4840,ELLIPSE,Lötung,THT Loetstelle offen
1849,ELLIPSE,Pin,good
995,ELLIPSE,Pin,good
3744,ELLIPSE,Pin,THT Bauteil liegt nicht auf
1039,ELLIPSE,Meniskus,good
475,RECT,Lotperle,good
3009,ELLIPSE,Lötung,good
3272,ELLIPSE,no solder,good
1502,ELLIPSE,Meniskus,good
1162,ELLIPSE,Pin,good
2985,ELLIPSE,Meniskus,good
1793,ELLIPSE,Pin,good
2651,ELLIPSE,Pin,good
3941,ELLIPSE,Meniskus,good
3436,ELLIPSE,no solder,good
4835,ELLIPSE,Lötung,good
2232,ELLIPSE,Lötung,good
4675,ELLIPSE,Meniskus,good
5082,ELLIPSE,Lötung,good
1797,ELLIPSE,Pin,good
2641,ELLIPSE,Meniskus,good
2427,ELLIPSE,Lötung,good
3133,ELLIPSE,Meniskus,good
4932,ELLIPSE,Pin,good
3235,ELLIPSE,Pin,good
2303,ELLIPSE,Meniskus,good
3303,ELLIPSE,Pin,good
4926,ELLIPSE,Lötung,good
4261,ELLIPSE,Lötung,good
3541,ELLIPSE,Lötung,THT Bauteil liegt nicht auf
2911,ELLIPSE,Meniskus,good
3700,ELLIPSE,Meniskus,good
1841,ELLIPSE,Lötung,good
4468,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf
3332,ELLIPSE,no solder,good
2456,ELLIPSE,Meniskus,good
721,ELLIPSE,Meniskus,good
1627,ELLIPSE,Meniskus,THT Loetstelle offen
4286,ELLIPSE,Lötung,good
3528,ELLIPSE,Lötung,good
4808,ELLIPSE,Pin,good
3883,ELLIPSE,Klemmträger verlötet,good
700,ELLIPSE,Lötung,good
3019,ELLIPSE,Lötung,THT Bauteil liegt nicht auf
653,ELLIPSE,Pin,good
1229,ELLIPSE,Pin,good
1826,ELLIPSE,Pin,good
1159,ELLIPSE,Meniskus,good
2093,ELLIPSE,Meniskus,good
1299,ELLIPSE,Pin,THT Bauteil liegt nicht auf
3008,ELLIPSE,Meniskus,good
166,RECT,Lotperle,THT Loetbruecke
883,ELLIPSE,Pin,good
5006,ELLIPSE,Klemmträger verlötet,good
3886,ELLIPSE,Klemmträger verlötet,good
973,ELLIPSE,Meniskus,good
169,RECT,Lotperle,THT Loetbruecke
4979,ELLIPSE,Klemmträger verlötet,good
4939,ELLIPSE,Meniskus,good
776,ELLIPSE,Meniskus,good
4688,ELLIPSE,Meniskus,good
4584,ELLIPSE,Meniskus,good
4358,ELLIPSE,Pin,good
1138,ELLIPSE,Klemmträger verlötet,good
1020,ELLIPSE,Pin,good
9,RECT,Lotperle,THT Loetbruecke
3225,ELLIPSE,Meniskus,good
3309,ELLIPSE,Meniskus,good
2827,ELLIPSE,Meniskus,good
2653,ELLIPSE,Meniskus,good
4065,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf
1877,ELLIPSE,Lötung,good
1297,ELLIPSE,Pin,THT Bauteil liegt nicht auf
3446,ELLIPSE,no solder,good
715,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf
3980,ELLIPSE,Pin,good
3947,ELLIPSE,Pin,good
4362,ELLIPSE,Pin,good
997,ELLIPSE,Meniskus,good
2144,ELLIPSE,Klemmträger verlötet,good
2943,ELLIPSE,Lötung,good
1318,ELLIPSE,Pin,THT Bauteil liegt nicht auf
1118,ELLIPSE,Lötung,THT Bauteil fehlt
2868,ELLIPSE,Meniskus,good
4720,ELLIPSE,Lötung,good
4058,ELLIPSE,Lötung,good
2530,ELLIPSE,Pin,good
4331,ELLIPSE,Pin,good
4347,ELLIPSE,Pin,good
3124,ELLIPSE,Pin,good
665,ELLIPSE,Pin,THT Bauteil liegt nicht auf
2617,ELLIPSE,Pin,good
2003,ELLIPSE,Klemmträger verlötet,good
678,ELLIPSE,Lötung,THT Loetstelle offen
2975,ELLIPSE,Meniskus,good
4561,ELLIPSE,Pin,THT Loetstelle offen
3360,ELLIPSE,Pin,good
927,ELLIPSE,Lötung,good
4273,ELLIPSE,Meniskus,good
1566,ELLIPSE,Pin,good
2701,ELLIPSE,Pin,good
226,RECT,Lotperle,good
3183,ELLIPSE,Pin,good
1848,ELLIPSE,Pin,good
3075,ELLIPSE,Pin,good
5148,ELLIPSE,Lötung,good
4074,ELLIPSE,Meniskus,good
2900,ELLIPSE,Lötung,good
2057,ELLIPSE,Meniskus,good
710,ELLIPSE,Lötung,good
1978,ELLIPSE,Klemmträger verlötet,good
2227,ELLIPSE,Pin,good
182,RECT,Lotperle,good
3582,ELLIPSE,Meniskus,good
3512,ELLIPSE,no solder,good
5185,ELLIPSE,Lötung,good
3149,ELLIPSE,Klemmträger verlötet,good
1127,ELLIPSE,Pin,good
2462,ELLIPSE,Lötung,good
273,RECT,Lotperle,THT Loetbruecke
1287,ELLIPSE,Pin,good
842,ELLIPSE,Pin,good
4980,ELLIPSE,Pin,THT Bauteil liegt nicht auf
747,ELLIPSE,Pin,good
4496,ELLIPSE,Pin,good
431,RECT,Lotperle,THT Loetbruecke
3612,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf
5020,ELLIPSE,Meniskus,good
1207,ELLIPSE,Lötung,good
2730,ELLIPSE,Lötung,THT Bauteil fehlt
5193,ELLIPSE,Lötung,good
1216,ELLIPSE,Pin,good
2687,ELLIPSE,Lötung,good
2367,ELLIPSE,Klemmträger verlötet,good
1397,ELLIPSE,Pin,THT Bauteil fehlt
25,RECT,Lotperle,THT Loetbruecke
3305,ELLIPSE,Meniskus,good
4867,ELLIPSE,Pin,good
958,ELLIPSE,Pin,good
3246,ELLIPSE,Pin,good
4984,ELLIPSE,Meniskus,good
1106,ELLIPSE,Lötung,good
325,RECT,Lotperle,THT Loetbruecke
3539,ELLIPSE,Lötung,THT Bauteil liegt nicht auf
2647,ELLIPSE,Meniskus,good
703,ELLIPSE,Pin,THT Bauteil fehlt
3629,ELLIPSE,Meniskus,good
1855,ELLIPSE,Lötung,good
1192,ELLIPSE,Meniskus,good
3639,ELLIPSE,Lötung,good
4790,ELLIPSE,Meniskus,good
1101,ELLIPSE,Lötung,good
5184,ELLIPSE,Meniskus,good
2902,ELLIPSE,Pin,good
5103,ELLIPSE,Meniskus,good
5136,ELLIPSE,Lötung,good
1372,ELLIPSE,Meniskus,good
1684,ELLIPSE,Lötung,good
4203,ELLIPSE,Lötung,good
1454,ELLIPSE,Pin,THT Bauteil fehlt
5091,ELLIPSE,Lötung,good
232,RECT,Lotperle,good
4283,ELLIPSE,Pin,good
1103,ELLIPSE,Meniskus,good
4002,ELLIPSE,Klemmträger verlötet,good
3419,ELLIPSE,Pin,good
3041,ELLIPSE,Meniskus,good
3988,ELLIPSE,Lötung,good
4653,ELLIPSE,Pin,good
3135,ELLIPSE,Meniskus,good
2362,ELLIPSE,Pin,good
145,RECT,Lotperle,THT Loetbruecke
2721,ELLIPSE,Meniskus,THT Bauteil fehlt
3368,ELLIPSE,Meniskus,good
358,RECT,Lotperle,good
4139,ELLIPSE,Pin,good
4416,ELLIPSE,Meniskus,good
1602,ELLIPSE,Lötung,good
1810,ELLIPSE,Lötung,good
4907,ELLIPSE,Meniskus,good
4948,ELLIPSE,Klemmträger verlötet,good
4207,ELLIPSE,Meniskus,good
1858,ELLIPSE,Meniskus,good
3376,ELLIPSE,Meniskus,good
4724,ELLIPSE,Klemmträger verlötet,good
1305,ELLIPSE,Meniskus,good
2417,ELLIPSE,Lötung,good
1844,ELLIPSE,Pin,good
3355,ELLIPSE,no solder,good
2218,ELLIPSE,Pin,good
4306,ELLIPSE,Meniskus,good
3293,ELLIPSE,Meniskus,good
4773,ELLIPSE,Meniskus,good
3934,ELLIPSE,Meniskus,good
2211,ELLIPSE,Meniskus,good
3852,ELLIPSE,Pin,good
5127,ELLIPSE,Meniskus,good
764,ELLIPSE,Lötung,good
371,RECT,Lotperle,THT Loetbruecke
3555,ELLIPSE,Lötung,good
4277,ELLIPSE,Pin,good
1964,ELLIPSE,Klemmträger verlötet,good
4961,ELLIPSE,Klemmträger verlötet,good
