imageIndex,typ,errText,errorClassCombined
2883,ELLIPSE,Meniskus,good
4188,ELLIPSE,Lötung,good
1161,ELLIPSE,Pin,good
183,RECT,Lotperle,good
1521,ELLIPSE,Lötung,good
3793,ELLIPSE,Meniskus,good
3281,ELLIPSE,Meniskus,good
1035,ELLIPSE,Pin,THT Bauteil liegt nicht auf
2962,ELLIPSE,Meniskus,good
4403,ELLIPSE,Meniskus,good
1515,ELLIPSE,Meniskus,good
441,RECT,Lotperle,THT Loetbruecke
1823,ELLIPSE,Pin,good
2593,ELLIPSE,Meniskus,good
4111,ELLIPSE,Pin,good
1471,ELLIPSE,Lötung,good
5012,ELLIPSE,Meniskus,good
2636,ELLIPSE,Lötung,good
2706,ELLIPSE,Lötung,THT Loetstelle offen
1400,ELLIPSE,Pin,THT Bauteil fehlt
1362,ELLIPSE,Meniskus,good
305,RECT,Lotperle,THT Loetbruecke
4490,ELLIPSE,Meniskus,good
3209,ELLIPSE,Pin,good
1393,ELLIPSE,Meniskus,good
2451,ELLIPSE,Klemmträger verlötet,good
2907,ELLIPSE,Pin,good
399,RECT,Lotperle,THT Loetbruecke
630,ELLIPSE,Meniskus,good
1182,ELLIPSE,Pin,good
1383,ELLIPSE,Lötung,good
4787,ELLIPSE,Meniskus,good
1155,ELLIPSE,Klemmträger verlötet,good
4238,ELLIPSE,Pin,THT Bauteil liegt nicht auf
3279,ELLIPSE,Klemmträger verlötet,good
3339,ELLIPSE,Meniskus,good
2695,ELLIPSE,Pin,good
4364,ELLIPSE,Lötung,good
1205,ELLIPSE,Lötung,good
2328,ELLIPSE,Lötung,good
3529,ELLIPSE,Klemmträger verlötet,good
405,RECT,Lotperle,good
3728,ELLIPSE,Pin,good
1470,ELLIPSE,Pin,THT Bauteil liegt nicht auf
5177,ELLIPSE,Klemmträger verlötet,good
1115,ELLIPSE,Lötung,good
3283,ELLIPSE,Pin,good
4096,ELLIPSE,Meniskus,good
3323,ELLIPSE,Meniskus,good
4644,ELLIPSE,Pin,good
760,ELLIPSE,Lötung,THT Bauteil liegt nicht auf
4328,ELLIPSE,Meniskus,good
1904,ELLIPSE,Pin,good
1547,ELLIPSE,Lötung,good
4231,ELLIPSE,Meniskus,good
2009,ELLIPSE,Meniskus,good
1739,ELLIPSE,Lötung,THT Bauteil liegt nicht auf
1817,ELLIPSE,Lötung,good
2514,ELLIPSE,Meniskus,good
2374,ELLIPSE,Klemmträger verlötet,good
2182,ELLIPSE,Pin,good
5171,ELLIPSE,Pin,good
2118,ELLIPSE,Klemmträger verlötet,good
1461,ELLIPSE,Pin,THT Bauteil fehlt
2165,ELLIPSE,Klemmträger verlötet,good
4652,ELLIPSE,Pin,good
716,ELLIPSE,Pin,THT Bauteil liegt nicht auf
4270,ELLIPSE,Lötung,good
4397,ELLIPSE,Lötung,good
5055,ELLIPSE,Meniskus,good
1868,ELLIPSE,Pin,good
3918,ELLIPSE,Lötung,good
3630,ELLIPSE,Lötung,THT Loetstelle offen
1434,ELLIPSE,Lötung,good
1005,ELLIPSE,Lötung,good
4340,ELLIPSE,Pin,good
1963,ELLIPSE,Meniskus,good
1790,ELLIPSE,Klemmträger verlötet,good
2155,ELLIPSE,Pin,good
2804,ELLIPSE,Meniskus,good
389,RECT,Lotperle,THT Loetbruecke
770,ELLIPSE,Pin,good
2496,ELLIPSE,Pin,good
3140,ELLIPSE,Pin,good
430,RECT,Lotperle,THT Loetbruecke
600,ELLIPSE,Meniskus,good
1604,ELLIPSE,Meniskus,good
1629,ELLIPSE,Lötung,THT Loetstelle offen
2208,ELLIPSE,Pin,good
4426,ELLIPSE,Meniskus,good
3940,ELLIPSE,Lötung,good
2275,ELLIPSE,Lötung,good
39,RECT,Lotperle,THT Loetbruecke
4015,ELLIPSE,Klemmträger verlötet,good
4976,ELLIPSE,Meniskus,good
980,ELLIPSE,Pin,good
4956,ELLIPSE,Lötung,good
2170,ELLIPSE,Lötung,good
5107,ELLIPSE,Pin,good
644,ELLIPSE,Lötung,good
3746,ELLIPSE,Pin,good
4503,ELLIPSE,Pin,good
521,ELLIPSE,Pin,good
2013,ELLIPSE,Lötung,good
1682,ELLIPSE,Lötung,THT Loetstelle offen
2527,ELLIPSE,Pin,good
3384,ELLIPSE,Pin,good
3226,ELLIPSE,Pin,good
3057,ELLIPSE,Lötung,good
2502,ELLIPSE,Klemmträger verlötet,good
515,ELLIPSE,Meniskus,good
3415,ELLIPSE,no solder,good
2543,ELLIPSE,Pin,good
4508,ELLIPSE,Pin,good
1085,ELLIPSE,Klemmträger verlötet,good
4026,ELLIPSE,Lötung,good
4360,ELLIPSE,Meniskus,good
2968,ELLIPSE,Lötung,good
2309,ELLIPSE,Lötung,good
3993,ELLIPSE,Pin,good
4742,ELLIPSE,Pin,good
4412,ELLIPSE,Lötung,good
2230,ELLIPSE,Lötung,good
670,ELLIPSE,Pin,good
4107,ELLIPSE,Meniskus,good
777,ELLIPSE,Pin,THT Bauteil liegt nicht auf
1423,ELLIPSE,Pin,good
268,RECT,Lotperle,THT Loetbruecke
3994,ELLIPSE,Meniskus,good
3336,ELLIPSE,Pin,good
4461,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf
1959,ELLIPSE,Meniskus,good
3153,ELLIPSE,Meniskus,good
1598,ELLIPSE,Pin,good
4271,ELLIPSE,Pin,good
5074,ELLIPSE,Pin,good
1692,ELLIPSE,Meniskus,THT Loetstelle offen
3601,ELLIPSE,Lötung,good
1427,ELLIPSE,Pin,good
4288,ELLIPSE,Lötung,good
748,ELLIPSE,Lötung,good
3540,ELLIPSE,Lötung,THT Bauteil liegt nicht auf
1874,ELLIPSE,Pin,good
2361,ELLIPSE,Meniskus,good
1102,ELLIPSE,Lötung,good
2744,ELLIPSE,Meniskus,THT Bauteil fehlt
4073,ELLIPSE,Pin,good
4622,ELLIPSE,Meniskus,good
3534,ELLIPSE,Lötung,good
3860,ELLIPSE,Pin,good
544,ELLIPSE,Meniskus,good
2233,ELLIPSE,Lötung,good
4955,ELLIPSE,Pin,good
2139,ELLIPSE,Klemmträger verlötet,good
230,RECT,Lotperle,good
1910,ELLIPSE,Klemmträger verlötet,good
3083,ELLIPSE,Meniskus,good
3695,ELLIPSE,Pin,THT Bauteil fehlt
1046,ELLIPSE,Lötung,good
493,ELLIPSE,Pin,good
1384,ELLIPSE,Pin,good
4871,ELLIPSE,Meniskus,good
2302,ELLIPSE,Lötung,good
585,ELLIPSE,Lötung,good
5147,ELLIPSE,Klemmträger verlötet,good
897,ELLIPSE,Pin,good
1899,ELLIPSE,Klemmträger verlötet,good
3145,ELLIPSE,Lötung,good
5178,ELLIPSE,Klemmträger verlötet,good
3094,ELLIPSE,Meniskus,good
445,RECT,Lotperle,THT Loetbruecke
689,ELLIPSE,Pin,THT Bauteil fehlt
4233,ELLIPSE,Lötung,good
4994,ELLIPSE,Lötung,good
2151,ELLIPSE,Lötung,good
440,RECT,Lotperle,THT Loetbruecke
2497,ELLIPSE,Lötung,good
836,ELLIPSE,Meniskus,good
2518,ELLIPSE,Pin,good
2089,ELLIPSE,Lötung,good
825,ELLIPSE,Pin,good
892,ELLIPSE,Meniskus,good
