imageIndex,typ,errText,errorClassCombined
1834,ELLIPSE,Lötung,good
3769,ELLIPSE,Meniskus,good
4897,ELLIPSE,Meniskus,good
642,ELLIPSE,Lötung,good
2792,ELLIPSE,Pin,THT Bauteil fehlt
2853,ELLIPSE,Lötung,good
2421,ELLIPSE,Lötung,good
976,ELLIPSE,Pin,good
3416,ELLIPSE,no solder,good
1913,ELLIPSE,Lötung,good
2845,ELLIPSE,Pin,THT Bauteil fehlt
3862,ELLIPSE,Meniskus,good
309,RECT,Lotperle,THT Loetbruecke
3333,ELLIPSE,no solder,good
421,RECT,Lotperle,THT Loetbruecke
2603,ELLIPSE,Pin,good
5042,ELLIPSE,Lötung,good
4566,ELLIPSE,Lötung,THT Loetstelle offen
1768,ELLIPSE,Pin,good
2105,ELLIPSE,Pin,good
1670,ELLIPSE,Lötung,THT Loetstelle offen
3096,ELLIPSE,Pin,good
4199,ELLIPSE,Meniskus,good
3169,ELLIPSE,Lötung,good
2348,ELLIPSE,Klemmträger verlötet,good
1243,ELLIPSE,Meniskus,good
3868,ELLIPSE,Meniskus,good
4138,ELLIPSE,Pin,good
4314,ELLIPSE,Lötung,good
1076,ELLIPSE,Pin,good
1171,ELLIPSE,Lötung,good
1864,ELLIPSE,Klemmträger verlötet,good
3811,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf
4192,ELLIPSE,Meniskus,good
4727,ELLIPSE,Pin,good
5120,ELLIPSE,Meniskus,good
727,ELLIPSE,Meniskus,THT Loetstelle offen
796,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf
2036,ELLIPSE,Lötung,good
4572,ELLIPSE,Meniskus,THT Loetstelle offen
3821,ELLIPSE,Lötung,good
1628,ELLIPSE,Lötung,THT Loetstelle offen
2379,ELLIPSE,Lötung,good
3876,ELLIPSE,Meniskus,good
2357,ELLIPSE,Pin,good
1888,ELLIPSE,Meniskus,good
906,ELLIPSE,Pin,good
4582,ELLIPSE,Meniskus,good
4458,ELLIPSE,Lötung,good
3266,ELLIPSE,Meniskus,good
4454,ELLIPSE,Lötung,good
103,RECT,Meniskus,THT Loetstelle offen
984,ELLIPSE,Pin,good
3507,ELLIPSE,Pin,good
1336,ELLIPSE,Lötung,good
4890,ELLIPSE,Pin,good
1518,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf
1648,ELLIPSE,Meniskus,THT Loetstelle offen
4398,ELLIPSE,Lötung,good
3836,ELLIPSE,Pin,good
2306,ELLIPSE,Klemmträger verlötet,good
1671,ELLIPSE,Meniskus,THT Loetstelle offen
3773,ELLIPSE,Lötung,good
1256,ELLIPSE,Meniskus,good
3546,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf
2053,ELLIPSE,Meniskus,good
4973,ELLIPSE,Meniskus,good
2069,ELLIPSE,Klemmträger verlötet,good
2436,ELLIPSE,Meniskus,good
1909,ELLIPSE,Meniskus,good
730,ELLIPSE,Pin,good
4874,ELLIPSE,Meniskus,THT Loetstelle offen
1412,ELLIPSE,Meniskus,good
971,ELLIPSE,Klemmträger verlötet,good
818,ELLIPSE,Lötung,good
1689,ELLIPSE,Meniskus,THT Loetstelle offen
2908,ELLIPSE,Lötung,good
1025,ELLIPSE,Pin,good
4143,ELLIPSE,Lötung,good
2714,ELLIPSE,Pin,THT Bauteil fehlt
1293,ELLIPSE,Meniskus,good
1969,ELLIPSE,Lötung,good
4574,ELLIPSE,Meniskus,THT Loetstelle offen
3964,ELLIPSE,Lötung,good
2262,ELLIPSE,Pin,good
333,RECT,Lotperle,THT Loetbruecke
4768,ELLIPSE,Lötung,good
1710,ELLIPSE,Meniskus,THT Bauteil fehlt
556,ELLIPSE,Pin,good
3990,ELLIPSE,Lötung,good
2754,ELLIPSE,Pin,THT Bauteil fehlt
3737,ELLIPSE,Meniskus,good
26,RECT,Lotperle,THT Loetbruecke
3950,ELLIPSE,Lötung,good
1662,ELLIPSE,Lötung,good
3405,ELLIPSE,Meniskus,good
1031,ELLIPSE,Pin,THT Bauteil liegt nicht auf
4820,ELLIPSE,Meniskus,good
4045,ELLIPSE,Pin,good
512,ELLIPSE,Pin,good
4661,ELLIPSE,Meniskus,good
739,ELLIPSE,Pin,good
338,RECT,Lotperle,good
4298,ELLIPSE,Lötung,good
3297,ELLIPSE,Pin,good
2594,ELLIPSE,Pin,good
4784,ELLIPSE,Pin,good
1906,ELLIPSE,Lötung,good
1950,ELLIPSE,Pin,good
2682,ELLIPSE,Pin,good
3624,ELLIPSE,Meniskus,good
3254,ELLIPSE,no solder,good
3050,ELLIPSE,Meniskus,good
2221,ELLIPSE,Lötung,good
1646,ELLIPSE,Lötung,good
2490,ELLIPSE,Meniskus,good
4450,ELLIPSE,Meniskus,good
2534,ELLIPSE,Lötung,good
2154,ELLIPSE,Pin,good
3398,ELLIPSE,Pin,good
1569,ELLIPSE,Meniskus,THT Loetstelle offen
1755,ELLIPSE,Meniskus,good
4604,ELLIPSE,Meniskus,THT Bauteil fehlt
762,ELLIPSE,Lötung,good
2438,ELLIPSE,Pin,good
3799,ELLIPSE,Meniskus,THT Bauteil fehlt
4281,ELLIPSE,Meniskus,good
3519,ELLIPSE,Pin,good
1328,ELLIPSE,Meniskus,good
1165,ELLIPSE,Meniskus,good
78,RECT,Lotperle,THT Loetbruecke
4736,ELLIPSE,Meniskus,good
1782,ELLIPSE,Lötung,good
1358,ELLIPSE,Meniskus,good
675,ELLIPSE,Lötung,THT Loetstelle offen
4110,ELLIPSE,Meniskus,good
937,ELLIPSE,Pin,good
584,ELLIPSE,Meniskus,good
1181,ELLIPSE,Klemmträger verlötet,good
278,RECT,Lotperle,good
3276,ELLIPSE,no solder,good
3670,ELLIPSE,Meniskus,good
3076,ELLIPSE,Meniskus,good
5087,ELLIPSE,Lötung,good
4908,ELLIPSE,Lötung,good
2293,ELLIPSE,Meniskus,good
3265,ELLIPSE,Klemmträger verlötet,good
2699,ELLIPSE,Meniskus,good
3069,ELLIPSE,Meniskus,good
785,ELLIPSE,Pin,THT Bauteil liegt nicht auf
930,ELLIPSE,Meniskus,good
3682,ELLIPSE,Pin,good
2650,ELLIPSE,Pin,good
4783,ELLIPSE,Lötung,good
171,RECT,Lotperle,THT Loetbruecke
1351,ELLIPSE,Pin,THT Bauteil liegt nicht auf
1935,ELLIPSE,Klemmträger verlötet,good
5088,ELLIPSE,Pin,good
4731,ELLIPSE,Klemmträger verlötet,good
2074,ELLIPSE,Klemmträger verlötet,good
189,RECT,Lotperle,good
2599,ELLIPSE,Lötung,good
4368,ELLIPSE,Pin,good
5122,ELLIPSE,Lötung,good
267,RECT,Lotperle,THT Loetbruecke
3131,ELLIPSE,Lötung,good
652,ELLIPSE,Meniskus,good
4038,ELLIPSE,Lötung,good
4235,ELLIPSE,Pin,THT Bauteil liegt nicht auf
3294,ELLIPSE,Klemmträger verlötet,good
2808,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf
4142,ELLIPSE,Lötung,good
824,ELLIPSE,Pin,good
4991,ELLIPSE,Meniskus,good
356,RECT,Lotperle,good
2119,ELLIPSE,Klemmträger verlötet,good
1091,ELLIPSE,Pin,good
4807,ELLIPSE,Pin,good
173,RECT,Lotperle,THT Loetbruecke
4481,ELLIPSE,Pin,good
981,ELLIPSE,Pin,good
1995,ELLIPSE,Pin,good
2279,ELLIPSE,Pin,good
708,ELLIPSE,Pin,THT Bauteil fehlt
3378,ELLIPSE,no solder,good
3894,ELLIPSE,Pin,good
3896,ELLIPSE,Meniskus,good
954,ELLIPSE,Pin,good
4947,ELLIPSE,Pin,good
2261,ELLIPSE,Meniskus,good
4376,ELLIPSE,Pin,THT Bauteil fehlt
2933,ELLIPSE,Pin,good
5085,ELLIPSE,Pin,good
4826,ELLIPSE,Pin,good
4475,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf
743,ELLIPSE,Lötung,good
1096,ELLIPSE,Lötung,good
1369,ELLIPSE,Pin,good
4560,ELLIPSE,Meniskus,THT Loetstelle offen
3617,ELLIPSE,Pin,THT Bauteil liegt nicht auf
454,RECT,Lotperle,good
2145,ELLIPSE,Lötung,good
1761,ELLIPSE,Lötung,good
398,RECT,Meniskus,good
3496,ELLIPSE,Pin,good
690,ELLIPSE,Meniskus,THT Bauteil fehlt
3770,ELLIPSE,Pin,good
2022,ELLIPSE,Klemmträger verlötet,good
5092,ELLIPSE,Pin,good
3081,ELLIPSE,Klemmträger verlötet,good
746,ELLIPSE,Pin,good
4794,ELLIPSE,Lötung,good
668,ELLIPSE,Pin,good
4254,ELLIPSE,Pin,THT Bauteil liegt nicht auf
2689,ELLIPSE,Meniskus,good
2551,ELLIPSE,Pin,good
4268,ELLIPSE,Meniskus,good
5026,ELLIPSE,Lötung,good
1931,ELLIPSE,Pin,good
428,RECT,Lotperle,THT Loetbruecke
1900,ELLIPSE,Pin,good
5010,ELLIPSE,Klemmträger verlötet,good
5174,ELLIPSE,Meniskus,good
3902,ELLIPSE,Lötung,good
1167,ELLIPSE,Pin,THT Bauteil fehlt
4194,ELLIPSE,Lötung,good
4919,ELLIPSE,Lötung,good
2986,ELLIPSE,Lötung,good
2513,ELLIPSE,Lötung,good
4383,ELLIPSE,Lötung,good
2385,ELLIPSE,Lötung,good
3636,ELLIPSE,Lötung,THT Loetstelle offen
1199,ELLIPSE,Pin,THT Bauteil fehlt
2460,ELLIPSE,Pin,good
2465,ELLIPSE,Meniskus,good
517,ELLIPSE,Lötung,good
3687,ELLIPSE,Pin,THT Bauteil fehlt
3610,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf
3976,ELLIPSE,Pin,good
519,ELLIPSE,Meniskus,good
5169,ELLIPSE,Pin,good
1505,ELLIPSE,Meniskus,good
3304,ELLIPSE,Meniskus,good
2989,ELLIPSE,Lötung,good
3970,ELLIPSE,Meniskus,good
4278,ELLIPSE,Meniskus,good
3111,ELLIPSE,Pin,good
4762,ELLIPSE,Meniskus,good
1099,ELLIPSE,Lötung,THT Bauteil fehlt
2413,ELLIPSE,Pin,good
3882,ELLIPSE,Meniskus,good
2643,ELLIPSE,Lötung,good
1753,ELLIPSE,Meniskus,good
4930,ELLIPSE,Pin,good
250,RECT,Lotperle,good
2280,ELLIPSE,Pin,good
2033,ELLIPSE,Meniskus,good
63,RECT,Lotperle,THT Loetbruecke
2893,ELLIPSE,Lötung,good
3164,ELLIPSE,Pin,good
1385,ELLIPSE,Lötung,good
2971,ELLIPSE,Meniskus,good
2633,ELLIPSE,Meniskus,good
1876,ELLIPSE,Meniskus,good
1298,ELLIPSE,Pin,THT Bauteil liegt nicht auf
1879,ELLIPSE,Pin,good
5044,ELLIPSE,Pin,good
4093,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf
2566,ELLIPSE,Klemmträger verlötet,good
2207,ELLIPSE,Pin,good
1656,ELLIPSE,Meniskus,THT Loetstelle offen
941,ELLIPSE,Meniskus,good
1605,ELLIPSE,Pin,good
1364,ELLIPSE,Pin,good
1748,ELLIPSE,Pin,THT Bauteil fehlt
4049,ELLIPSE,Lötung,good
1640,ELLIPSE,Lötung,good
2691,ELLIPSE,Meniskus,good
3864,ELLIPSE,Pin,good
4043,ELLIPSE,Meniskus,good
3772,ELLIPSE,Pin,good
2248,ELLIPSE,Klemmträger verlötet,good
1326,ELLIPSE,Pin,THT Bauteil liegt nicht auf
4761,ELLIPSE,Lötung,good
4186,ELLIPSE,Lötung,good
1846,ELLIPSE,Lötung,good
1695,ELLIPSE,Meniskus,good
2377,ELLIPSE,Pin,good
1179,ELLIPSE,Klemmträger verlötet,good
3048,ELLIPSE,Meniskus,good
3778,ELLIPSE,Lötung,good
5141,ELLIPSE,Klemmträger verlötet,good
492,ELLIPSE,Pin,good
2872,ELLIPSE,Pin,THT Bauteil fehlt
2439,ELLIPSE,Meniskus,good
1204,ELLIPSE,Pin,good
1033,ELLIPSE,Klemmträger verlötet,good
861,ELLIPSE,Pin,good
4346,ELLIPSE,Meniskus,good
442,RECT,Lotperle,THT Loetbruecke
1637,ELLIPSE,Lötung,good
507,ELLIPSE,Meniskus,good
1070,ELLIPSE,Meniskus,good
3441,ELLIPSE,no solder,good
1003,ELLIPSE,Klemmträger verlötet,good
3939,ELLIPSE,Lötung,good
2678,ELLIPSE,Meniskus,good
1414,ELLIPSE,Meniskus,good
31,RECT,Lotperle,THT Loetbruecke
1447,ELLIPSE,Pin,good
1310,ELLIPSE,Lötung,good
1196,ELLIPSE,Pin,THT Bauteil fehlt
308,RECT,Lotperle,THT Loetbruecke
2056,ELLIPSE,Pin,good
579,ELLIPSE,Meniskus,good
4228,ELLIPSE,Meniskus,good
1055,ELLIPSE,Lötung,THT Loetstelle offen
3443,ELLIPSE,Pin,good
3588,ELLIPSE,Meniskus,good
4548,ELLIPSE,Meniskus,good
4851,ELLIPSE,Lötung,good
3816,ELLIPSE,Meniskus,good
3722,ELLIPSE,Lötung,good
945,ELLIPSE,Pin,good
3144,ELLIPSE,Pin,good
2390,ELLIPSE,Klemmträger verlötet,good
3900,ELLIPSE,Klemmträger verlötet,good
1459,ELLIPSE,Pin,THT Bauteil fehlt
723,ELLIPSE,Lötung,good
289,RECT,Lotperle,THT Loetbruecke
4479,ELLIPSE,Pin,THT Bauteil liegt nicht auf
3570,ELLIPSE,Pin,good
2391,ELLIPSE,Meniskus,good
4351,ELLIPSE,Lötung,good
1111,ELLIPSE,Meniskus,THT Loetstelle offen
1707,ELLIPSE,Pin,THT Bauteil fehlt
4175,ELLIPSE,Meniskus,good
5125,ELLIPSE,Pin,good
3255,ELLIPSE,no solder,good
1554,ELLIPSE,Meniskus,THT Loetstelle offen
3505,ELLIPSE,no solder,good
658,ELLIPSE,Lötung,good
2191,ELLIPSE,Meniskus,good
2557,ELLIPSE,Pin,good
2363,ELLIPSE,Pin,good
809,ELLIPSE,Meniskus,THT Loetstelle offen
2601,ELLIPSE,Pin,good
1792,ELLIPSE,Lötung,good
5111,ELLIPSE,Lötung,good
3751,ELLIPSE,Meniskus,good
1366,ELLIPSE,Meniskus,good
3679,ELLIPSE,Pin,good
2495,ELLIPSE,Klemmträger verlötet,good
2266,ELLIPSE,Pin,good
3497,ELLIPSE,no solder,good
3545,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf
2612,ELLIPSE,Pin,good
902,ELLIPSE,Meniskus,good
3616,ELLIPSE,Pin,THT Bauteil liegt nicht auf
1477,ELLIPSE,Lötung,good
5161,ELLIPSE,Pin,good
1589,ELLIPSE,Pin,good
1208,ELLIPSE,Meniskus,good
3227,ELLIPSE,Meniskus,good
300,RECT,Lotperle,THT Loetbruecke
4709,ELLIPSE,Meniskus,good
1577,ELLIPSE,Meniskus,good
835,ELLIPSE,Klemmträger verlötet,good
3537,ELLIPSE,Lötung,good
3003,ELLIPSE,Lötung,good
2260,ELLIPSE,Meniskus,good
3299,ELLIPSE,Pin,good
5077,ELLIPSE,Pin,good
3698,ELLIPSE,Pin,good
1316,ELLIPSE,Pin,THT Bauteil liegt nicht auf
281,RECT,Meniskus,good
1172,ELLIPSE,Klemmträger verlötet,good
1789,ELLIPSE,Klemmträger verlötet,good
3013,ELLIPSE,Pin,THT Bauteil liegt nicht auf
4678,ELLIPSE,Meniskus,good
2034,ELLIPSE,Pin,good
5058,ELLIPSE,Pin,good
1812,ELLIPSE,Pin,good
1517,ELLIPSE,Lötung,good
98,RECT,Lotperle,THT Loetbruecke
2620,ELLIPSE,Pin,good
709,ELLIPSE,Meniskus,THT Bauteil fehlt
4747,ELLIPSE,Meniskus,good
143,RECT,Lotperle,good
4036,ELLIPSE,Meniskus,good
198,RECT,Lotperle,good
1880,ELLIPSE,Klemmträger verlötet,good
2949,ELLIPSE,Lötung,good
3395,ELLIPSE,Meniskus,good
1676,ELLIPSE,Lötung,THT Loetstelle offen
3394,ELLIPSE,no solder,good
2564,ELLIPSE,Pin,good
2909,ELLIPSE,Lötung,good
2452,ELLIPSE,Pin,good
604,ELLIPSE,Pin,good
2469,ELLIPSE,Pin,good
1354,ELLIPSE,Pin,THT Bauteil liegt nicht auf
2098,ELLIPSE,Pin,good
735,ELLIPSE,Lötung,good
5027,ELLIPSE,Pin,good
766,ELLIPSE,Pin,good
591,ELLIPSE,Lötung,good
2135,ELLIPSE,Klemmträger verlötet,good
4610,ELLIPSE,Pin,THT Bauteil fehlt
4816,ELLIPSE,Lötung,THT Loetstelle offen
1693,ELLIPSE,Meniskus,good
1776,ELLIPSE,Meniskus,good
1322,ELLIPSE,Pin,THT Bauteil liegt nicht auf
4528,ELLIPSE,Meniskus,THT Loetstelle offen
3889,ELLIPSE,Klemmträger verlötet,good
2164,ELLIPSE,Meniskus,good
218,RECT,Lotperle,good
3445,ELLIPSE,Klemmträger verlötet,good
2081,ELLIPSE,Pin,good
4477,ELLIPSE,Pin,good
4942,ELLIPSE,Pin,good
2178,ELLIPSE,Lötung,good
598,ELLIPSE,Meniskus,good
5117,ELLIPSE,Pin,good
4224,ELLIPSE,Lötung,good
3425,ELLIPSE,no solder,good
3383,ELLIPSE,Meniskus,good
2711,ELLIPSE,Meniskus,THT Bauteil fehlt
1774,ELLIPSE,Lötung,good
974,ELLIPSE,Pin,good
339,RECT,Lotperle,good
4882,ELLIPSE,Klemmträger verlötet,good
2198,ELLIPSE,Lötung,good
3026,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf
4682,ELLIPSE,Meniskus,good
2939,ELLIPSE,Klemmträger verlötet,good
275,RECT,Lotperle,THT Loetbruecke
3919,ELLIPSE,Lötung,good
4019,ELLIPSE,Lötung,good
2372,ELLIPSE,Klemmträger verlötet,good
4429,ELLIPSE,Meniskus,good
2931,ELLIPSE,Pin,good
4621,ELLIPSE,Meniskus,good
1944,ELLIPSE,Pin,good
3099,ELLIPSE,Pin,good
3370,ELLIPSE,Klemmträger verlötet,good
2694,ELLIPSE,Lötung,good
2050,ELLIPSE,Lötung,good
2772,ELLIPSE,Meniskus,THT Bauteil fehlt
3374,ELLIPSE,Klemmträger verlötet,good
943,ELLIPSE,Pin,good
3628,ELLIPSE,Meniskus,good
4388,ELLIPSE,Pin,THT Bauteil liegt nicht auf
