imageIndex,typ,errText,errorClassCombined
1057,ELLIPSE,Pin,good
4262,ELLIPSE,Pin,good
1353,ELLIPSE,Pin,THT Bauteil liegt nicht auf
1428,ELLIPSE,Lötung,good
2537,ELLIPSE,Lötung,good
51,RECT,Lotperle,THT Loetbruecke
1121,ELLIPSE,Meniskus,THT Bauteil fehlt
3380,ELLIPSE,Meniskus,good
1130,ELLIPSE,Lötung,good
4080,ELLIPSE,Pin,good
4250,ELLIPSE,Pin,THT Bauteil liegt nicht auf
1575,ELLIPSE,Lötung,good
3517,ELLIPSE,Klemmträger verlötet,good
1718,ELLIPSE,Meniskus,THT Bauteil fehlt
53,RECT,Lotperle,THT Loetbruecke
1643,ELLIPSE,Meniskus,THT Loetstelle offen
4059,ELLIPSE,Meniskus,good
242,RECT,Lotperle,good
1509,ELLIPSE,Meniskus,good
2954,ELLIPSE,Klemmträger verlötet,good
4592,ELLIPSE,Pin,THT Bauteil fehlt
4972,ELLIPSE,Pin,THT Bauteil liegt nicht auf
4779,ELLIPSE,Meniskus,good
2849,ELLIPSE,Meniskus,THT Bauteil fehlt
4905,ELLIPSE,Pin,good
4206,ELLIPSE,Lötung,good
1802,ELLIPSE,Lötung,good
1444,ELLIPSE,Meniskus,good
1537,ELLIPSE,Meniskus,good
2095,ELLIPSE,Lötung,good
720,ELLIPSE,Meniskus,good
4968,ELLIPSE,Meniskus,good
3345,ELLIPSE,no solder,good
2192,ELLIPSE,Meniskus,good
1036,ELLIPSE,Lötung,good
4132,ELLIPSE,Meniskus,good
923,ELLIPSE,Meniskus,good
231,RECT,Lotperle,good
7,RECT,Lotperle,THT Loetbruecke
2425,ELLIPSE,Meniskus,good
3401,ELLIPSE,no solder,good
2271,ELLIPSE,Pin,good
992,ELLIPSE,Meniskus,good
2904,ELLIPSE,Pin,good
2628,ELLIPSE,Meniskus,good
3820,ELLIPSE,Meniskus,good
1757,ELLIPSE,Lötung,good
1938,ELLIPSE,Meniskus,good
2075,ELLIPSE,Lötung,good
1190,ELLIPSE,Lötung,good
4914,ELLIPSE,Meniskus,good
1701,ELLIPSE,Lötung,good
2903,ELLIPSE,Meniskus,good
4833,ELLIPSE,Lötung,good
4818,ELLIPSE,Pin,good
83,RECT,Lotperle,THT Loetbruecke
1958,ELLIPSE,Lötung,good
2073,ELLIPSE,Klemmträger verlötet,good
2468,ELLIPSE,Pin,good
2717,ELLIPSE,Meniskus,THT Bauteil fehlt
2969,ELLIPSE,Lötung,good
4267,ELLIPSE,Meniskus,good
4332,ELLIPSE,Lötung,good
967,ELLIPSE,Lötung,good
4934,ELLIPSE,Meniskus,good
3363,ELLIPSE,Meniskus,good
3589,ELLIPSE,Meniskus,good
1546,ELLIPSE,Pin,good
5076,ELLIPSE,Pin,good
1028,ELLIPSE,Pin,good
3981,ELLIPSE,Lötung,good
1769,ELLIPSE,Pin,good
1754,ELLIPSE,Pin,good
914,ELLIPSE,Meniskus,good
2776,ELLIPSE,Meniskus,THT Bauteil fehlt
4030,ELLIPSE,Lötung,good
2435,ELLIPSE,Pin,good
2030,ELLIPSE,Lötung,good
1233,ELLIPSE,Meniskus,good
15,RECT,Lotperle,THT Loetbruecke
4075,ELLIPSE,Pin,THT Bauteil liegt nicht auf
1479,ELLIPSE,Lötung,good
3578,ELLIPSE,Meniskus,good
1620,ELLIPSE,Pin,good
949,ELLIPSE,Lötung,good
4025,ELLIPSE,Pin,good
4166,ELLIPSE,Meniskus,good
4868,ELLIPSE,Pin,good
2270,ELLIPSE,Klemmträger verlötet,good
4433,ELLIPSE,Meniskus,good
5155,ELLIPSE,Lötung,good
2396,ELLIPSE,Meniskus,good
3396,ELLIPSE,no solder,good
1110,ELLIPSE,Meniskus,good
3607,ELLIPSE,Pin,THT Bauteil liegt nicht auf
3929,ELLIPSE,Meniskus,good
539,ELLIPSE,Meniskus,good
2797,ELLIPSE,Lötung,THT Bauteil fehlt
5051,ELLIPSE,Klemmträger verlötet,good
3170,ELLIPSE,Lötung,good
847,ELLIPSE,Lötung,good
572,ELLIPSE,Meniskus,good
422,RECT,Lotperle,THT Loetbruecke
5067,ELLIPSE,Meniskus,good
211,RECT,Lotperle,good
4341,ELLIPSE,Meniskus,good
2195,ELLIPSE,Klemmträger verlötet,good
4630,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf
1317,ELLIPSE,Pin,THT Bauteil liegt nicht auf
3694,ELLIPSE,Meniskus,THT Bauteil fehlt
2212,ELLIPSE,Klemmträger verlötet,good
2789,ELLIPSE,Pin,THT Bauteil fehlt
4576,ELLIPSE,Meniskus,THT Loetstelle offen
480,ELLIPSE,Lötung,good
4055,ELLIPSE,Pin,good
3846,ELLIPSE,Meniskus,good
3147,ELLIPSE,Meniskus,good
381,RECT,Lotperle,good
2586,ELLIPSE,Meniskus,good
1416,ELLIPSE,Lötung,good
1933,ELLIPSE,Meniskus,good
3705,ELLIPSE,Lötung,good
394,RECT,Lotperle,THT Loetbruecke
838,ELLIPSE,Pin,good
890,ELLIPSE,Pin,good
344,RECT,Lotperle,good
453,RECT,Lotperle,THT Loetbruecke
617,ELLIPSE,Pin,good
2194,ELLIPSE,Pin,good
1104,ELLIPSE,Pin,good
3992,ELLIPSE,Klemmträger verlötet,good
956,ELLIPSE,Meniskus,good
4366,ELLIPSE,Pin,THT Bauteil liegt nicht auf
2076,ELLIPSE,Meniskus,good
4803,ELLIPSE,Lötung,good
3681,ELLIPSE,Pin,good
1451,ELLIPSE,Lötung,good
4211,ELLIPSE,Meniskus,good
1966,ELLIPSE,Lötung,good
901,ELLIPSE,Meniskus,good
355,RECT,Lotperle,good
2623,ELLIPSE,Pin,good
686,ELLIPSE,Meniskus,good
3426,ELLIPSE,no solder,good
881,ELLIPSE,Klemmträger verlötet,good
444,RECT,Lotperle,THT Loetbruecke
3956,ELLIPSE,Meniskus,good
3115,ELLIPSE,Pin,good
1279,ELLIPSE,Klemmträger verlötet,good
1606,ELLIPSE,Meniskus,good
5119,ELLIPSE,Pin,good
24,RECT,Lotperle,THT Loetbruecke
3417,ELLIPSE,no solder,good
2937,ELLIPSE,Pin,good
3661,ELLIPSE,Pin,THT Loetstelle offen
1064,ELLIPSE,Pin,good
3203,ELLIPSE,Lötung,good
1529,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf
3791,ELLIPSE,Pin,good
2708,ELLIPSE,Pin,good
3802,ELLIPSE,Lötung,good
52,RECT,Lotperle,THT Loetbruecke
504,ELLIPSE,Pin,good
4830,ELLIPSE,Lötung,THT Loetstelle offen
262,RECT,Meniskus,THT Loetstelle offen
3207,ELLIPSE,Pin,good
3157,ELLIPSE,Pin,good
1348,ELLIPSE,Pin,THT Bauteil liegt nicht auf
3022,ELLIPSE,Pin,good
3942,ELLIPSE,Lötung,good
1269,ELLIPSE,Pin,good
2397,ELLIPSE,Meniskus,good
2834,ELLIPSE,Pin,THT Bauteil fehlt
3875,ELLIPSE,Meniskus,good
3408,ELLIPSE,Klemmträger verlötet,good
1335,ELLIPSE,Meniskus,good
4379,ELLIPSE,Pin,good
4491,ELLIPSE,Lötung,good
755,ELLIPSE,Meniskus,good
5108,ELLIPSE,Meniskus,good
1623,ELLIPSE,Lötung,good
542,ELLIPSE,Meniskus,good
3216,ELLIPSE,Meniskus,good
1079,ELLIPSE,Lötung,THT Bauteil fehlt
2581,ELLIPSE,Klemmträger verlötet,good
4210,ELLIPSE,Meniskus,good
4725,ELLIPSE,Lötung,good
2806,ELLIPSE,Lötung,good
4198,ELLIPSE,Meniskus,good
869,ELLIPSE,Pin,good
969,ELLIPSE,Lötung,good
1678,ELLIPSE,Lötung,THT Loetstelle offen
4945,ELLIPSE,Meniskus,good
3104,ELLIPSE,Pin,good
193,RECT,Lotperle,good
3794,ELLIPSE,Meniskus,good
769,ELLIPSE,Pin,THT Bauteil liegt nicht auf
472,RECT,Lotperle,good
531,ELLIPSE,Klemmträger verlötet,good
4853,ELLIPSE,Meniskus,good
5075,ELLIPSE,Lötung,good
4297,ELLIPSE,Pin,good
1979,ELLIPSE,Pin,good
541,ELLIPSE,Lötung,good
853,ELLIPSE,Klemmträger verlötet,good
1186,ELLIPSE,Lötung,THT Bauteil fehlt
4170,ELLIPSE,Meniskus,good
3544,ELLIPSE,Pin,THT Bauteil liegt nicht auf
64,RECT,Lotperle,THT Loetbruecke
1720,ELLIPSE,Lötung,good
4999,ELLIPSE,Klemmträger verlötet,good
3851,ELLIPSE,Lötung,good
5043,ELLIPSE,Lötung,good
1260,ELLIPSE,Lötung,good
2676,ELLIPSE,Meniskus,good
3812,ELLIPSE,Pin,good
1377,ELLIPSE,Meniskus,THT Loetstelle offen
